,movieId,Average Rating,Number of Ratings
91125,77881,3.5,1
91126,77893,4,1
91127,77931,4,1
91128,78034,3.5,1
91129,78039,2.8,5
91134,78041,2.25,2
91136,78088,3.5,4
91140,78103,2.5,1
91141,78105,2.884615385,13
91154,78116,3.5,1
91155,78142,4.5,1
91156,78160,3.5,1
91157,78174,1,2
91159,78209,3.55,10
91169,78218,3,1
91170,78264,3,1
91171,78266,3.5,3
91174,78316,2.833333333,3
91177,78349,3.8,5
91182,78467,1.875,4
91186,78469,3.147058824,17
91203,78499,4.109090909,55
91258,78544,3,1
91259,78574,3.4375,8
91267,78620,4.5,1
91268,78626,3.5,1
91269,78637,3.571428571,7
91276,78703,3.75,2
91278,78746,4,1
91279,78772,2.45,10
91289,78836,5,2
91291,78893,1.916666667,6
91297,78959,3,1
91298,79006,4.5,1
91299,79008,4,8
91307,79057,3.3,10
91317,79073,4,1
91318,79091,3.684210526,38
91356,79132,4.066433566,143
91499,79134,3.45,10
91509,79139,3.45,10
91519,79185,3.416666667,6
91525,79224,2.5,8
91533,79242,2.916666667,6
91539,79251,2.25,2
91541,79259,2.5,1
91542,79274,3.666666667,3
91545,79293,2.966666667,15
91560,79299,3,1
91561,79333,4,1
91562,79357,4.142857143,7
91569,79428,3.285714286,7
91576,79501,4,1
91577,79536,3,1
91578,79553,3,5
91583,79572,2.5,1
91584,79590,2.5,1
91585,79592,3.261904762,21
91606,79677,3.5,1
91607,79684,4,1
91608,79695,3.058823529,17
91625,79702,3.704545455,44
91669,79798,3.5,2
91671,79868,2.5,1
91672,79879,2.166666667,3
91675,79895,2.5,1
91676,79897,5,1
91677,79946,3.5,1
91678,80083,4,1
91679,80094,4,1
91680,80124,5,1
91681,80126,2.625,4
91685,80139,4.166666667,3
91688,80162,2.5,1
91689,80166,2.666666667,6
91695,80219,3.25,12
91707,80241,3.166666667,3
91710,80363,3.142857143,7
91717,80454,2.5,1
91718,80463,3.885964912,57
91775,80478,4,1
91776,80489,3.954545455,22
91798,80549,3.796296296,27
91825,80551,3.5,2
91827,80553,3.5,1
91828,80572,4,1
91829,80584,4,1
91830,80586,3.833333333,3
91833,80590,3.166666667,3
91836,80615,4,2
91838,80693,3.1875,8
91846,80727,3.25,2
91848,80748,4,1
91849,80831,3.857142857,7
91856,80834,3.5,1
91857,80839,2.5,1
91858,80846,3.25,2
91860,80858,3.5,1
91861,80860,3,6
91867,80862,3.666666667,3
91870,80864,3.5,1
91871,80880,3.25,2
91873,80906,4.291666667,12
91885,80917,3.5,1
91886,80969,4,3
91889,81018,3,3
91892,81087,4.5,1
91893,81132,3.75,2
91895,81156,3.916666667,6
91901,81158,3.166666667,3
91904,81191,4,1
91905,81229,3.5,20
91925,81257,3.5,1
91926,81383,2.5,1
91927,81417,3.7,5
91932,81456,3,2
91934,81512,4,1
91935,81520,4,1
91936,81535,4.5,1
91937,81537,3.1,10
91947,81562,3.833333333,18
91965,81564,3.6,20
91985,81591,3.630952381,42
92027,81681,2,1
92028,81782,3.357142857,7
92035,81784,2.666666667,6
92041,81786,4,1
92042,81788,3.857142857,7
92049,81791,3,1
92050,81819,4.25,2
92052,81831,4,1
92053,81834,3.989361702,47
92100,81845,4.043103448,58
92158,81847,3.916666667,24
92182,81910,4,2
92184,81932,3.760869565,23
92207,81949,3,1
92208,82041,4.25,2
92210,82053,4,2
92212,82088,3,1
92213,82093,1.5,1
92214,82095,0.5,1
92215,82152,3.5,1
92216,82167,2.785714286,7
92223,82169,3.857142857,7
92230,82202,2.714285714,7
92237,82242,4.25,2
92239,82366,4.5,1
92240,82378,3.75,2
92242,82459,3.75,28
92270,82461,3.236842105,19
92289,82499,2.666666667,3
92292,82527,4,1
92293,82534,2.5,1
92294,82641,3,1
92295,82667,3.875,4
92299,82684,0.5,1
92300,82744,5,1
92301,82765,3.5,1
92302,82767,3.5,1
92303,82848,3.5,1
92304,82852,1.833333333,6
92310,82854,1.833333333,6
92316,82857,4.5,1
92317,83086,2.5,1
92318,83132,3.5,4
92322,83134,3.916666667,18
92340,83177,1.166666667,3
92343,83270,2,1
92344,83349,3,11
92355,83369,4,1
92356,83374,3.5,1
92357,83480,3.5,1
92358,83601,0.5,1
92359,83613,3,9
92368,83796,2.5,1
92369,83803,4.1,5
92374,83827,4.25,2
92376,83910,2.5,2
92378,83969,5,1
92379,83976,4,1
92380,84152,3.95,30
92410,84156,4.5,1
92411,84187,3.5,3
92414,84189,3.75,2
92416,84240,4,1
92417,84246,4.5,1
92418,84273,5,1
92419,84374,2.928571429,14
92433,84392,3.6,10
92443,84414,4.25,2
92445,84512,5,1
92446,84523,3,1
92447,84553,4,1
92448,84601,3.333333333,6
92454,84615,2.25,2
92456,84637,3,1
92457,84696,4,1
92458,84716,4,1
92459,84772,3.2,15
92474,84799,4.5,1
92475,84844,4.5,1
92476,84847,2.5,2
92478,84942,3.75,2
92480,84944,3.617647059,17
92497,84950,2.5,1
92498,84952,4,1
92499,84954,3.166666667,21
92520,85020,3.375,4
92524,85022,3.125,4
92528,85025,2,1
92529,85056,3.1,5
92534,85131,2.375,4
92538,85179,3.833333333,3
92541,85213,4,1
92542,85259,4,1
92543,85261,3.5,1
92544,85295,5,1
92545,85316,3.5,1
92546,85334,0.5,1
92547,85342,4.357142857,7
92554,85354,3.5,3
92557,85367,3.214285714,7
92564,85394,3,1
92565,85397,3.5,2
92567,85399,1,1
92568,85401,2.9,5
92573,85412,3.75,2
92575,85414,3.602941176,34
92609,85438,3,1
92610,85510,3.125,12
92622,85736,4.5,3
92625,85774,3.75,6
92631,85780,3.583333333,6
92637,85788,2.666666667,3
92640,85796,2.375,4
92644,85881,3.75,6
92650,85885,2.75,2
92652,86000,4,1
92653,86014,3.5,1
92654,86028,2,1
92655,86059,2.75,2
92657,86066,4,1
92658,86068,0.5,1
92659,86142,4,4
92663,86190,3.318181818,11
92674,86237,5,1
92675,86279,3.5,1
92676,86286,2,1
92677,86290,4,3
92680,86293,3,6
92686,86295,2.666666667,3
92689,86298,3.125,8
92697,86320,3.071428571,7
92704,86332,3.514705882,34
92738,86345,4.055555556,9
92747,86347,3.285714286,7
92754,86355,2,1
92755,86377,4,7
92762,86487,4.5,1
92763,86504,4.3,5
92768,86548,3.375,4
92772,86593,2.5,1
92773,86628,4,2
92775,86644,3.05,10
92785,86668,5,1
92786,86721,5,1
92787,86781,4.4,5
92792,86815,3.5,1
92793,86817,3.25,2
92795,86833,3.761904762,21
92816,86835,3,3
92819,86864,3,1
92820,86880,3.229166667,24
92844,86882,3.56,25
92869,86892,4.5,3
92872,86898,4,2
92874,86911,3.266666667,15
92889,86922,4,1
92890,86960,2,1
92891,87028,2,1
92892,87192,3.5,6
92898,87194,3.5,2
92900,87197,3,1
92901,87222,3.323529412,17
92918,87232,3.790697674,43
92961,87234,4.166666667,3
92964,87287,4,1
92965,87298,2.666666667,3
92968,87304,3.625,4
92972,87306,3.595238095,21
92993,87413,1.75,2
92995,87430,2.35,10
93005,87444,2.5,2
93007,87483,2.7,5
93012,87485,2.888888889,9
93021,87520,2.363636364,11
93032,87522,2.75,2
93034,87529,3.111111111,9
93043,87660,4.5,1
93044,87785,2.75,2
93046,87834,5,1
93047,87867,2.75,4
93051,87869,3.4375,24
93075,87876,3.166666667,3
93078,87960,3,1
93079,88069,4,1
93080,88094,3,1
93081,88108,3,1
93082,88125,3.91,50
93132,88129,3.765625,32
93164,88140,3.546875,32
93196,88163,3.983870968,31
93227,88179,3.5,1
93228,88235,3.625,4
93232,88267,3,1
93233,88272,3.5,2
93235,88327,3,1
93236,88345,4,1
93237,88356,1.875,4
93241,88405,3.05,20
93261,88448,5,1
93262,88515,3,1
93263,88593,2.5,1
93264,88672,3.25,2
93266,88697,2.5,1
93267,88699,3.5,2
93269,88744,3.462962963,27
93296,88746,3.5,2
93298,88785,2.85,10
93308,88810,3.833333333,21
93329,88812,2.666666667,6
93335,88911,3,1
93336,88932,4.5,1
93337,88954,3.25,2
93339,89028,3,2
93341,89030,3.25,2
93343,89039,4.5,1
93344,89047,4,1
93345,89072,4,1
93346,89085,2.5,1
93347,89087,2.5,6
93353,89090,4.5,1
93354,89118,3,4
93358,89190,1.75,2
93360,89208,3.5,1
93361,89281,3.5,1
93362,89305,3.666666667,3
93365,89343,3,1
93366,89386,0.5,1
93367,89388,1.5,1
93368,89427,1.5,1
93369,89470,3.708333333,12
93381,89492,3.884615385,26
93407,89580,4,1
93408,89582,4.5,2
93410,89586,3.5,1
93411,89678,4,1
93412,89745,3.869565217,69
93481,89753,3.8125,8
93489,89759,4.333333333,3
93492,89761,3,2
93494,89774,3.727272727,11
93505,89804,3.222222222,9
93514,89837,4.5,1
93515,89840,2.833333333,3
93518,89862,3.5,1
93519,89864,3.631578947,19
93538,89898,3.5,1
93539,89904,4.045454545,11
93550,89939,3.75,2
93552,89945,3,1
93553,90057,3.75,2
93555,90243,3.5,1
93556,90245,4,1
93557,90249,3,6
93563,90343,2.75,2
93565,90345,3.5,4
93569,90353,4,1
93570,90357,3.5,1
93571,90374,3.75,2
93573,90376,3.5,4
93577,90384,2,1
93578,90403,3.166666667,3
93581,90405,3.392857143,14
93595,90428,3,1
93596,90430,4,4
93600,90439,3.785714286,7
93607,90469,3.5,2
93609,90471,3,2
93611,90522,3,6
93617,90524,3.5,1
93618,90528,3.5,1
93619,90531,3.75,4
93623,90576,4.5,1
93624,90600,3.6,5
93629,90603,3.666666667,3
93632,90630,3.5,1
93633,90647,3.5625,8
93641,90717,3.5,4
93645,90719,2.5,1
93646,90738,1.5,1
93647,90746,3.5,12
93659,90769,4,1
93660,90809,3,1
93661,90863,4,1
93662,90866,3.75,18
93680,90888,2.666666667,3
93683,90890,2.3,5
93688,90943,5,1
93689,90945,3,1
93690,91077,4,11
93701,91079,2.5,2
93703,91094,2.6,10
93713,91104,2.214285714,7
93720,91126,3,3
93723,91128,3.583333333,6
93729,91233,4,1
93730,91261,3.5,1
93731,91266,2.5,1
93732,91273,1.5,1
93733,91323,2.9,5
93738,91325,2.75,2
93740,91337,4,1
93741,91353,3.75,2
93743,91355,5,1
93744,91386,5,1
93745,91414,0.5,1
93746,91470,3,2
93748,91483,1.5,1
93749,91485,3.5,10
93759,91488,3.75,2
93761,91500,3.435185185,54
93815,91529,3.993421053,76
93891,91535,3.138888889,18
93909,91542,3.763157895,38
93947,91571,2.5,1
93948,91622,2.25,2
93950,91628,2,3
93953,91630,3.659090909,22
93975,91653,3.3,5
93980,91658,3.488095238,42
94022,91660,2.5,2
94024,91666,4,1
94025,91671,1,2
94027,91688,1.5,1
94028,91690,3.666666667,3
94031,91784,4.5,1
94032,91842,3,2
94034,91860,4,1
94035,91869,3.5,1
94036,91873,1.5,1
94037,91890,3,1
94038,91935,2.5,1
94039,91947,4.5,1
94040,91974,3.8,5
94045,91976,2.916666667,6
94051,91978,3.166666667,3
94054,91981,2.5,1
94055,92008,2.833333333,3
94058,92046,3,1
94059,92048,3.25,2
94061,92094,3.5,1
94062,92192,2,1
94063,92198,2,1
94064,92234,1.5,1
94065,92243,4.5,1
94066,92259,4.108108108,37
94103,92264,2,2
94105,92309,2.75,2
94107,92348,4,1
94108,92391,3.166666667,3
94111,92420,3.375,8
94119,92422,3.75,2
94121,92427,1,1
94122,92439,3,2
94124,92475,4.25,2
94126,92494,5,1
94127,92507,3.375,4
94131,92509,2.666666667,3
94134,92535,4.3,10
94144,92637,3.5,1
94145,92643,4.5,2
94147,92665,2.5,1
94148,92674,2.5,1
94149,92681,0.5,1
94150,92694,4.25,2
94152,92730,2,1
94153,92760,3.5,1
94154,92938,1.6,5
94159,92954,3.5,1
94160,93006,4.25,2
94162,93008,5,1
94163,93022,5,1
94164,93040,4,1
94165,93114,3,1
94166,93134,3.5,1
94167,93139,1.5,1
94168,93193,3,1
94169,93208,2,1
94170,93242,1.5,1
94171,93270,2.0625,8
94179,93272,3.1,5
94184,93287,3.75,4
94188,93297,3.75,2
94190,93320,5,1
94191,93326,2.636363636,11
94202,93363,3.090909091,11
94213,93443,3.25,4
94217,93502,2.5,1
94218,93510,3.865384615,26
94244,93512,4,1
94245,93563,3.166666667,3
94248,93598,2.5,1
94249,93610,3,1
94250,93721,4.1,5
94255,93723,2.25,2
94257,93740,1.5,1
94258,93766,2.625,4
94262,93790,4,1
94263,93805,3.75,2
94265,93819,3.5,1
94266,93831,2.625,4
94270,93838,4.333333333,9
94279,93840,4.022727273,22
94301,93855,4.5,1
94302,93980,1.25,2
94304,93982,2,1
94305,93988,4.5,1
94306,94011,1.5,1
94307,94015,3,4
94311,94018,2.333333333,3
94314,94070,3.875,4
94318,94122,2,1
94319,94130,3.5,2
94321,94150,4,2
94323,94160,3,1
94324,94262,3,1
94325,94266,2.5,4
94329,94323,2.5,2
94331,94325,4,1
94332,94405,3.5,2
94334,94478,2.5,6
94340,94494,2.5,1
94341,94503,3.666666667,3
94344,94661,4,1
94345,94677,3.558823529,17
94362,94735,4,1
94363,94777,3.277777778,18
94381,94780,2.833333333,6
94387,94799,3.5,1
94388,94810,5,1
94389,94833,3.333333333,3
94392,94864,3.296296296,27
94419,94867,3.5,1
94420,94896,3.5,2
94422,94919,2.5,1
94423,94931,3.5,1
94424,94953,3,5
94429,94959,3.775862069,29
94458,94985,3.833333333,3
94461,95004,4,1
94462,95067,2.833333333,3
94465,95088,3.75,6
94471,95105,3.388888889,9
94480,95135,4,1
94481,95145,3.5,1
94482,95147,3.25,2
94484,95149,5,1
94485,95163,3.5,1
94486,95165,4,1
94487,95167,3.466666667,30
94517,95170,4,1
94518,95175,5,1
94519,95182,3,2
94521,95193,2,1
94522,95199,3,1
94523,95201,3,1
94524,95207,2.75,6
94530,95218,3.5,1
94531,95307,2.75,4
94535,95309,4.166666667,3
94538,95311,5,1
94539,95313,4.5,1
94540,95377,3.833333333,3
94543,95441,3.285714286,21
94564,95449,2.7,5
94569,95473,4,1
94570,95475,4,2
94572,95497,3.75,2
94574,95499,4,1
94575,95508,3.5,1
94576,95510,3.25,30
94606,95519,4,1
94607,95543,2.916666667,6
94613,95558,3.357142857,7
94620,95583,2.75,2
94622,95624,3,1
94623,95633,4.5,1
94624,95654,4.166666667,3
94627,95690,4.5,1
94628,95717,2,1
94629,95720,3,9
94638,95738,3,1
94639,95744,2.5,1
94640,95761,4.5,1
94641,95771,4,1
94642,95780,4,1
94643,95796,0.5,1
94644,95839,3,1
94645,95843,5,1
94646,95858,3.9,5
94651,95873,3.5,4
94655,95875,3.1875,8
94663,95939,4,1
94664,95949,3.5,1
94665,95965,4,1
94666,96004,3.25,2
94668,96007,2,1
94669,96020,3.666666667,3
94672,96079,3.81,50
94722,96084,4.5,1
94723,96110,3.444444444,9
94732,96114,2,1
94733,96121,1,1
94734,96150,2,1
94735,96281,3.5,2
94737,96283,3,1
94738,96373,4.5,1
94739,96411,4,1
94740,96417,3.2,5
94745,96430,5,1
94746,96432,3.625,4
94750,96448,2.166666667,3
94753,96471,3,1
94754,96488,4.25,4
94758,96518,3,1
94759,96520,2,1
94760,96530,2.5,1
94761,96563,4,1
94762,96567,4,1
94763,96588,3.625,20
94783,96606,3.833333333,3
94786,96608,5,1
94787,96610,3.640625,32
94819,96616,2.5,3
94822,96655,3,3
94825,96691,3.75,2
94827,96726,1.5,1
94828,96728,3.916666667,6
94834,96737,3.714285714,14
94848,96811,3.916666667,6
94854,96815,2.75,2
94856,96821,3.825,20
94876,96829,4.3,10
94886,96832,5,1
94887,96861,3.285714286,7
94894,96917,4,1
94895,96935,5,1
94896,96945,3.5,1
94897,96964,1.5,1
94898,96975,3.5,1
94899,97024,0.5,1
94900,97168,3.5,2
94902,97172,2.5,2
94904,97188,4,1
94905,97194,1,1
94906,97225,3.409090909,11
94917,97230,3,1
94918,97285,3.5,1
94919,97304,3.982142857,28
94947,97306,3.466666667,15
94962,97328,3,1
94963,97470,1.25,2
94965,97643,3,2
94967,97665,2.5,1
94968,97701,3,1
94969,97742,1.5,1
94970,97752,3.736842105,19
94989,97757,4,1
94990,97785,3,1
94991,97836,2.571428571,7
94998,97858,2,1
94999,97860,3.125,4
95003,97866,4.75,2
95005,97870,4,1
95006,97904,4,1
95007,97913,3.75,22
95029,97921,3.716666667,30
95059,97923,3.5,9
95068,97936,3,1
95069,97938,3.629032258,31
95100,97950,2.5,1
95101,97988,2.5,1
95102,98061,3.5,1
95103,98083,4,2
95105,98122,3,2
95107,98124,3.928571429,7
95114,98154,4.5,4
95118,98160,1.5,1
95119,98175,1.5,1
95120,98203,1.875,4
95124,98230,3.5,1
95125,98239,2.25,2
95127,98243,3.791666667,12
95139,98279,4,2
95141,98296,1.5,1
95142,98361,4,1
95143,98491,4.375,8
95151,98499,3,2
95153,98503,3,1
95154,98585,3.5,5
95159,98604,4.5,1
95160,98607,4.5,1
95161,98623,3,2
95163,98633,3.5,1
95164,98697,2.5,1
95165,98799,2.5,1
95166,98809,3.8125,40
95206,98836,2,1
95207,98908,1.5,1
95208,98961,4.107142857,14
95222,99005,1.5,1
95223,99007,3.5,14
95237,99030,4,1
95238,99087,3,1
95239,99106,2.5,3
95242,99112,3.416666667,12
95254,99114,3.943661972,71
95325,99117,3.125,8
95333,99122,3.5,1
95334,99130,3.5,1
95335,99145,3.666666667,3
95338,99149,3.5,7
95345,99191,4,1
95346,99415,2,1
95347,99437,4,2
95349,99532,2.25,2
95351,99574,3,1
95352,99636,5,1
95353,99638,3,1
95354,99721,1.5,1
95355,99728,3.333333333,3
95358,99750,3.5,1
95359,99764,4.25,2
95361,99813,3.875,8
95369,99846,3,1
95370,99853,4,1
95371,99910,3.25,2
95373,99917,3.166666667,3
95376,99992,3,1
95377,100044,4,1
95378,100068,3.5,1
95379,100083,3.5,3
95382,100106,3.5,1
95383,100159,4.5,1
95384,100163,2.9,5
95389,100194,4.5,1
95390,100226,1.5,1
95391,100277,4,1
95392,100302,3,1
95393,100304,3,1
95394,100306,3.5,1
95395,100326,2.5,1
95396,100383,3.916666667,6
95402,100390,2.875,4
95406,100397,3.5,1
95407,100487,2,1
95408,100498,2.083333333,6
95414,100507,3.625,4
95418,100527,4,1
95419,100553,4.5,2
95421,100556,5,1
95422,100579,4,1
95423,100611,4,2
95425,100714,3.5,3
95428,100737,3.5,1
95429,100810,3,2
95431,100843,3.5,1
95432,100882,4.75,2
95434,100906,5,1
95435,101025,2.2,5
95440,101070,2.5,1
95441,101072,2.5,1
95442,101074,2,1
95443,101076,3,3
95446,101088,3.75,2
95448,101112,3.083333333,6
95454,101142,3.777777778,9
95463,101283,2.833333333,3
95466,101360,1.5,1
95467,101362,2.875,8
95475,101415,1.5,2
95477,101423,3,1
95478,101525,3.5,5
95483,101529,2,1
95484,101531,2,1
95485,101577,2.5,4
95489,101612,3,4
95493,101739,3.25,2
95495,101741,3.75,2
95497,101765,4.25,2
95499,101864,3.3,20
95519,101884,1.5,1
95520,101895,4,1
95521,101962,4,4
95525,101973,1.5,1
95526,102007,3,1
95527,102025,0.5,1
95528,102033,3.2,5
95533,102058,3,1
95534,102066,4,1
95535,102070,3,1
95536,102084,5,1
95537,102088,2,1
95538,102123,3.214285714,14
95552,102125,3.5625,32
95584,102165,2,1
95585,102194,4.333333333,3
95588,102217,5,1
95589,102278,2,1
95590,102338,4.5,1
95591,102378,2.75,2
95593,102407,3.375,20
95613,102445,3.685185185,27
95640,102481,3.55,10
95650,102590,3,1
95651,102602,4,1
95652,102666,4.5,1
95653,102684,3.75,2
95655,102686,3.375,8
95663,102716,3.357142857,7
95670,102720,3,2
95672,102735,0.5,1
95673,102742,4,1
95674,102747,3.5,1
95675,102749,0.5,1
95676,102760,4,1
95677,102800,2.5,1
95678,102802,2.5,1
95679,102819,3,1
95680,102823,3.5,1
95681,102852,3,1
95682,102880,1,2
95684,102903,3.409090909,22
95706,102984,4.5,1
95707,102993,3.125,4
95711,103027,3,1
95712,103042,3.295454545,22
95734,103048,3.5,2
95736,103075,3.25,4
95740,103085,3,1
95741,103107,4.25,2
95743,103137,2,2
95745,103141,3.875,16
95761,103171,1,1
95762,103210,2,1
95763,103219,3.5,1
95764,103221,2.5,1
95765,103228,3.607142857,14
95779,103233,3,1
95780,103235,4,5
95785,103245,2.5,1
95786,103249,3.026315789,19
95805,103253,3.3125,16
95821,103335,3.578947368,19
95840,103339,2.916666667,6
95846,103341,3.416666667,18
95864,103366,2,1
95865,103372,3.416666667,6
95871,103384,2.785714286,7
95878,103449,1,1
95879,103483,4.5,1
95880,103502,1.5,1
95881,103539,3.25,2
95883,103543,3.5,2
95885,103596,1.875,4
95889,103602,5,1
95890,103606,4,1
95891,103609,1.5,1
95892,103624,4,2
95894,103655,1.833333333,3
95897,103685,4.5,1
95898,103688,4.214285714,7
95905,103755,2.5,1
95906,103772,3.375,16
95922,103801,2.333333333,3
95925,103810,3.2,5
95930,103819,2.25,2
95932,103865,2,1
95933,103883,4,3
95936,103980,3.375,4
95940,103984,3.5,3
95943,104017,0.5,1
95944,104069,4.125,4
95948,104074,1.75,2
95950,104076,1.875,4
95954,104078,4,1
95955,104129,3.25,2
95957,104141,3,1
95958,104211,3.738095238,21
95979,104218,3.4,5
95984,104241,3.454545455,11
95995,104243,3.3,5
96000,104245,3,2
96002,104272,3,2
96004,104283,4,3
96007,104303,2.5,3
96010,104337,1.5,1
96011,104339,4,2
96013,104374,3.933333333,15
96028,104419,3.25,2
96030,104457,3.75,2
96032,104644,0.5,1
96033,104760,1,1
96034,104780,5,1
96035,104837,2,1
96036,104841,3.578125,32
96068,104863,2.666666667,3
96071,104875,4,2
96073,104879,4.15625,16
96089,104906,3.166666667,3
96092,104908,3,2
96094,104913,3.818181818,11
96105,104925,3.5,3
96108,104944,3.75,2
96110,105020,1.5,1
96111,105037,2.5,4
96115,105121,1,1
96116,105197,4.125,4
96120,105211,3,2
96122,105213,3.125,8
96130,105246,3.5,1
96131,105250,3.75,2
96133,105254,3.5,2
96135,105325,1,1
96136,105351,2.25,2
96138,105355,3.25,2
96140,105468,2.25,2
96142,105504,4.047619048,21
96163,105540,4.5,1
96164,105585,4,2
96166,105593,4.5,2
96168,105653,4,4
96172,105720,3,1
96173,105731,2.5,2
96175,105746,4.5,1
96176,105755,1.5,1
96177,105801,3,1
96178,105835,4,1
96179,105844,3.625,16
96195,105954,3.625,4
96199,106002,3.4375,16
96215,106062,3.25,2
96217,106072,3.30952381,21
96238,106100,3.970588235,17
96255,106144,3.5,1
96256,106330,2,2
96258,106438,3.25,2
96260,106441,3,1
96261,106487,3.634615385,26
96287,106489,3.58,25
96312,106491,2.642857143,7
96319,106540,2.875,4
96323,106542,1.5,1
96324,106594,4.5,1
96325,106642,4.571428571,7
96332,106648,3,1
96333,106696,3.620689655,29
96362,106766,3.642857143,7
96369,106782,3.916666667,54
96423,106785,3,1
96424,106839,3.75,2
96426,106873,2.5,3
96429,106883,1.5,1
96430,106889,4,1
96431,106916,3.25,16
96447,106918,4,20
96467,106920,3.92,25
96492,106927,3,1
96493,107013,0.5,1
96494,107069,3,2
96496,107141,3.6875,8
96504,107159,4,1
96505,107314,3,2
96507,107338,2.5,1
96508,107348,3.363636364,11
96519,107406,3.428571429,21
96540,107408,4.5,1
96541,107410,4,1
96542,107412,4.5,1
96543,107436,3,1
96544,107447,4,1
96545,107449,1.5,1
96546,107462,4.5,1
96547,107565,2.75,2
96549,107630,4.5,1
96550,107702,2.5,2
96552,107723,3,1
96553,107771,5,1
96554,107780,4,1
96555,107846,3.5,1
96556,107945,2,1
96557,107951,5,1
96558,107953,4,2
96560,107962,2,1
96561,107997,2.25,2
96563,107999,4,1
96564,108078,5,1
96565,108090,3.5,1
96566,108156,3.166666667,6
96572,108188,2,2
96574,108190,3,18
96592,108192,3.5,1
96593,108540,4.5,1
96594,108601,2,1
96595,108689,2.25,2
96597,108715,1.5,1
96598,108727,4.25,2
96600,108729,3.5,7
96607,108795,5,1
96608,108928,2.666666667,6
96614,108932,3.870967742,31
96645,108945,2.333333333,6
96651,108949,3.333333333,3
96654,108981,4.5,1
96655,109042,2.25,2
96657,109161,4.5,1
96658,109183,2,1
96659,109187,3,3
96662,109191,1.5,1
96663,109241,5,1
96664,109282,3,1
96665,109295,2,1
96666,109313,4,1
96667,109317,2.5,1
96668,109372,2.25,2
96670,109374,3.778846154,52
96722,109383,3.5,1
96723,109416,2,1
96724,109483,2.625,4
96728,109487,3.993150685,73
96801,109569,1,2
96803,109576,2,2
96805,109578,3.25,4
96809,109596,4,1
96810,109633,5,1
96811,109673,2.125,4
96815,109687,5,1
96816,109723,3.5,1
96817,109846,3.25,4
96821,109848,2.75,2
96823,109850,3.75,2
96825,109853,3,2
96827,109864,1.75,2
96829,109895,2,3
96832,109897,0.5,1
96833,109941,3,1
96834,109968,4.25,2
96836,109971,4.5,1
96837,110102,3.741935484,31
96868,110127,2.8,5
96873,110130,4.333333333,3
96876,110281,4,1
96877,110286,3.5,1
96878,110297,3.333333333,3
96881,110330,4.5,1
96882,110350,4.5,1
96883,110387,4,1
96884,110501,3.928571429,7
96891,110541,2.5,1
96892,110553,2.636363636,11
96903,110586,4,1
96904,110591,4.5,1
96905,110603,0.5,1
96906,110611,2.5,1
96907,110655,2,2
96909,110669,3.75,2
96911,110718,4,1
96912,110730,2.285714286,7
96919,110746,4,1
96920,110771,2.916666667,6
96926,110773,0.5,1
96927,110781,2.5,1
96928,110826,1.5,1
96929,110882,3.833333333,3
96932,111113,3.291666667,12
96944,111146,4.5,1
96945,111320,1.5,1
96946,111360,2.821428571,14
96960,111362,3.833333333,30
96990,111364,2.615384615,13
97003,111375,2.5,1
97004,111384,4,1
97005,111443,2.75,2
97007,111551,3.5,1
97008,111617,3.8125,8
97016,111622,4,3
97019,111659,2.75,16
97035,111663,2.5,2
97037,111680,1.5,1
97038,111732,3.5,1
97039,111743,2.958333333,12
97051,111759,3.977272727,44
97095,111781,3.647058824,17
97112,111785,0.5,1
97113,111795,3,1
97114,111800,3,1
97115,111817,3.5,1
97116,111844,3.5,1
97117,111913,4.5,1
97118,111921,3.388888889,9
97127,112006,3.833333333,3
97130,112070,3.5,1
97131,112138,3.684210526,19
97150,112171,3.277777778,9
97159,112175,3.766666667,15
97174,112183,3.346153846,26
97200,112290,3.823529412,17
97217,112303,1.5,1
97218,112316,2.5,1
97219,112326,1,1
97220,112334,4.5,1
97221,112370,1.875,4
97225,112421,4.333333333,3
97228,112450,2,1
97229,112454,3.5,1
97230,112460,2.25,2
97232,112497,2,2
97234,112512,5,1
97235,112515,4.5,3
97238,112552,4.039473684,38
97276,112556,3.716216216,37
97313,112580,4,1
97314,112623,3.433333333,15
97329,112727,3,1
97330,112749,2,1
97331,112788,2.6,5
97336,112804,3.833333333,3
97339,112818,3.3,5
97344,112852,4.050847458,59
97403,112868,4.5,1
97404,112897,3.5,3
97407,112911,2,4
97411,112940,4.5,1
97412,113159,3.5,1
97413,113186,3,1
97414,113207,3.5,1
97415,113225,3,1
97416,113252,4.25,2
97418,113275,4.5,1
97419,113278,3,1
97420,113280,4,1
97421,113313,3.5,1
97422,113345,2,2
97424,113348,2.75,4
97428,113350,1.5,1
97429,113374,3,1
97430,113378,2.3,5
97435,113394,4,1
97436,113416,1.5,1
97437,113453,3.1,5
97442,113532,3.5,2
97444,113565,4,1
97445,113573,3.25,4
97449,113604,2,1
97450,113705,3.5,1
97451,113741,4,2
97453,113780,3,1
97454,113829,5,1
97455,113849,2.5,1
97456,113862,4,1
97457,114028,4,2
97459,114044,3.5,1
97460,114060,2.833333333,3
97463,114066,4,1
97464,114074,3.333333333,3
97467,114126,2.5,1
97468,114180,2.9375,16
97484,114184,3.5,1
97485,114246,3,1
97486,114265,5,1
97487,114335,3,1
97488,114396,1.5,1
97489,114494,1.5,1
97490,114554,1,1
97491,114601,2.75,2
97493,114627,3.25,2
